chr	start	end	gene_symbol	exon	transcript_id
chr3	12840142	12840242	RPL32	2	NM_000994
chr3	12839349	12839530	RPL32	3	NM_000994
chr3	12834486	12836223	RPL32	4	NM_000994
chr3	13072992	13073429	IQSEC1	1	NM_001134382
chr3	12941571	12941865	IQSEC1	2	NM_001134382
chr3	12935448	12936697	IQSEC1	3	NM_001134382
chr3	12924581	12924742	IQSEC1	4	NM_001134382
chr3	12922120	12922242	IQSEC1	5	NM_001134382
chr3	12920430	12920596	IQSEC1	6	NM_001134382
chr3	12915594	12915733	IQSEC1	7	NM_001134382
chr3	12915104	12915133	IQSEC1	8	NM_001134382
chr3	12913428	12913553	IQSEC1	9	NM_001134382
chr3	12911629	12911728	IQSEC1	10	NM_001134382
chr3	12909273	12909434	IQSEC1	11	NM_001134382
chr3	12908349	12908525	IQSEC1	12	NM_001134382
chr3	12902773	12902822	IQSEC1	13	NM_001134382
chr3	12897043	12901522	IQSEC1	14	NM_001134382
chr3	13420060	13420322	NUP210	1	NM_024923
chr3	13399725	13399861	NUP210	2	NM_024923
chr3	13397357	13397488	NUP210	3	NM_024923
chr3	13391211	13391307	NUP210	4	NM_024923
chr3	13388303	13388453	NUP210	5	NM_024923
chr3	13386275	13386407	NUP210	6	NM_024923
chr3	13379563	13379721	NUP210	7	NM_024923
chr3	13378912	13378980	NUP210	8	NM_024923
chr3	13377456	13377562	NUP210	9	NM_024923
chr3	13376291	13376431	NUP210	10	NM_024923
chr3	13375504	13375641	NUP210	11	NM_024923
chr3	13373718	13373873	NUP210	12	NM_024923
chr3	13371834	13372032	NUP210	13	NM_024923
chr3	13365946	13366091	NUP210	14	NM_024923
chr3	13360270	13360491	NUP210	15	NM_024923
chr3	13358222	13358395	NUP210	16	NM_024923
chr3	13353915	13354107	NUP210	17	NM_024923
chr3	13353554	13353660	NUP210	18	NM_024923
chr3	13352080	13352184	NUP210	19	NM_024923
chr3	13351879	13351980	NUP210	20	NM_024923
chr3	13343175	13343303	NUP210	21	NM_024923
chr3	13341996	13342123	NUP210	22	NM_024923
chr3	13341748	13341883	NUP210	23	NM_024923
chr3	13340236	13340298	NUP210	24	NM_024923
chr3	13339854	13340033	NUP210	25	NM_024923
chr3	13337837	13337917	NUP210	26	NM_024923
chr3	13336787	13336918	NUP210	27	NM_024923
chr3	13335454	13335612	NUP210	28	NM_024923
chr3	13332293	13332384	NUP210	29	NM_024923
chr3	13330460	13330634	NUP210	30	NM_024923
chr3	13328771	13328946	NUP210	31	NM_024923
chr3	13327217	13327437	NUP210	32	NM_024923
chr3	13325795	13325931	NUP210	33	NM_024923
chr3	13323309	13323432	NUP210	34	NM_024923
chr3	13322193	13322339	NUP210	35	NM_024923
chr3	13321585	13321835	NUP210	36	NM_024923
chr3	13319763	13319979	NUP210	37	NM_024923
chr3	13319230	13319325	NUP210	38	NM_024923
chr3	13319072	13319155	NUP210	39	NM_024923
chr3	13316235	13317781	NUP210	40	NM_024923
chr3	13879746	13880071	WNT7A	1	NM_004625
chr3	13874947	13875173	WNT7A	2	NM_004625
chr3	13854532	13854803	WNT7A	3	NM_004625
chr3	13816258	13819423	WNT7A	4	NM_004625
chr3	14124655	14124870	CHCHD4	1	NM_001098502
chr3	14116426	14116524	CHCHD4	2	NM_001098502
chr3	14112077	14113194	CHCHD4	3	NM_001098502
chr3	14178466	14178601	XPC	1	NM_004628
chr3	14172867	14173062	XPC	2	NM_004628
chr3	14170438	14170550	XPC	3	NM_004628
chr3	14168257	14168380	XPC	4	NM_004628
chr3	14167169	14167253	XPC	5	NM_004628
chr3	14165428	14165585	XPC	6	NM_004628
chr3	14164813	14164933	XPC	7	NM_004628
chr3	14159741	14159830	XPC	8	NM_004628
chr3	14158011	14158892	XPC	9	NM_004628
chr3	14156335	14156495	XPC	10	NM_004628
chr3	14152335	14152416	XPC	11	NM_004628
chr3	14148814	14148948	XPC	12	NM_004628
chr3	14148562	14148731	XPC	13	NM_004628
chr3	14147908	14148001	XPC	14	NM_004628
chr3	14147290	14147379	XPC	15	NM_004628
chr3	14145148	14146159	XPC	16	NM_004628
chr3	14540269	14540342	GRIP2	1	NM_001080423
chr3	14525851	14525931	GRIP2	2	NM_001080423
chr3	14525437	14525572	GRIP2	3	NM_001080423
chr3	14524393	14524538	GRIP2	4	NM_001080423
chr3	14523612	14523698	GRIP2	5	NM_001080423
chr3	14523000	14523075	GRIP2	6	NM_001080423
chr3	14521642	14521787	GRIP2	7	NM_001080423
chr3	14520390	14520537	GRIP2	8	NM_001080423
chr3	14520110	14520279	GRIP2	9	NM_001080423
chr3	14517772	14517897	GRIP2	10	NM_001080423
chr3	14517064	14517213	GRIP2	11	NM_001080423
chr3	14514292	14514478	GRIP2	12	NM_001080423
chr3	14513665	14513810	GRIP2	13	NM_001080423
chr3	14512777	14512857	GRIP2	14	NM_001080423
chr3	14511413	14511479	GRIP2	15	NM_001080423
chr3	14511165	14511310	GRIP2	16	NM_001080423
chr3	14509820	14509964	GRIP2	17	NM_001080423
chr3	14507561	14507700	GRIP2	18	NM_001080423
chr3	14506801	14506980	GRIP2	19	NM_001080423
chr3	14505615	14505789	GRIP2	20	NM_001080423
chr3	14503566	14503671	GRIP2	21	NM_001080423
chr3	14496417	14496560	GRIP2	22	NM_001080423
chr3	14494843	14494989	GRIP2	23	NM_001080423
chr3	14489109	14493826	GRIP2	24	NM_001080423
chr3	15065061	15065315	MRPS25	1	NM_022497
chr3	15059369	15059475	MRPS25	2	NM_022497
chr3	15053380	15053467	MRPS25	3	NM_022497
chr3	15048512	15052633	MRPS25	4	NM_022497
chr3	15099035	15099148	RBSN	1	NM_022340
chr3	15098119	15098274	RBSN	2	NM_022340
chr3	15096535	15096710	RBSN	3	NM_022340
chr3	15095973	15096288	RBSN	4	NM_022340
chr3	15090399	15090539	RBSN	5	NM_022340
chr3	15085861	15085961	RBSN	6	NM_022340
chr3	15085000	15085045	RBSN	7	NM_022340
chr3	15084735	15084896	RBSN	8	NM_022340
chr3	15082367	15082608	RBSN	9	NM_022340
chr3	15080732	15080802	RBSN	10	NM_022340
chr3	15078075	15078161	RBSN	11	NM_022340
chr3	15077062	15077164	RBSN	12	NM_022340
chr3	15075606	15075710	RBSN	13	NM_022340
chr3	15070073	15074930	RBSN	14	NM_022340
chr3	15332271	15332586	SH3BP5	1	NM_004844
chr3	15330504	15330566	SH3BP5	2	NM_004844
chr3	15304103	15304231	SH3BP5	3	NM_004844
chr3	15269713	15269877	SH3BP5	4	NM_004844
chr3	15262159	15262289	SH3BP5	5	NM_004844
chr3	15259761	15259803	SH3BP5	6	NM_004844
chr3	15258831	15259050	SH3BP5	7	NM_004844
chr3	15256853	15257113	SH3BP5	8	NM_004844
chr3	15254356	15256303	SH3BP5	9	NM_004844
chr3	15427402	15427544	METTL6	1	NM_152396
chr3	15426287	15426635	METTL6	2	NM_152396
chr3	15424955	15425089	METTL6	3	NM_152396
chr3	15415772	15415942	METTL6	4	NM_152396
chr3	15414021	15414162	METTL6	5	NM_152396
chr3	15409760	15411437	METTL6	6	NM_152396
chr3	15521520	15521706	COLQ	1	NM_005677
chr3	15489525	15489637	COLQ	2	NM_005677
chr3	15488206	15488307	COLQ	3	NM_005677
chr3	15479338	15479382	COLQ	4	NM_005677
chr3	15478977	15479003	COLQ	5	NM_005677
chr3	15477126	15477197	COLQ	6	NM_005677
chr3	15475425	15475487	COLQ	7	NM_005677
chr3	15474925	15474951	COLQ	8	NM_005677
chr3	15474228	15474272	COLQ	9	NM_005677
chr3	15474000	15474035	COLQ	10	NM_005677
chr3	15470536	15470616	COLQ	11	NM_005677
chr3	15466341	15466437	COLQ	12	NM_005677
chr3	15458186	15458325	COLQ	13	NM_005677
chr3	15456460	15456579	COLQ	14	NM_005677
chr3	15455899	15456019	COLQ	15	NM_005677
chr3	15453829	15453931	COLQ	16	NM_005677
chr3	15450133	15451713	COLQ	17	NM_005677
chr3	15601383	15601569	HACL1	1	NM_012260
chr3	15601090	15601194	HACL1	2	NM_012260
chr3	15596384	15596424	HACL1	3	NM_012260
chr3	15591600	15591680	HACL1	4	NM_012260
chr3	15589540	15589612	HACL1	5	NM_012260
chr3	15586525	15586602	HACL1	6	NM_012260
chr3	15585248	15585342	HACL1	7	NM_012260
chr3	15582877	15582989	HACL1	8	NM_012260
chr3	15579910	15580045	HACL1	9	NM_012260
chr3	15574977	15575082	HACL1	10	NM_012260
chr3	15573159	15573242	HACL1	11	NM_012260
chr3	15571668	15571769	HACL1	12	NM_012260
chr3	15568432	15568586	HACL1	13	NM_012260
chr3	15567844	15568002	HACL1	14	NM_012260
chr3	15564551	15564658	HACL1	15	NM_012260
chr3	15563358	15563544	HACL1	16	NM_012260
chr3	15560701	15560897	HACL1	17	NM_012260
chr3	15796405	15797979	ANKRD28	1	NM_001349278
chr3	15795223	15795306	ANKRD28	2	NM_001349278
chr3	15766234	15766312	ANKRD28	3	NM_001349278
chr3	15751750	15751820	ANKRD28	4	NM_001349278
chr3	15737033	15737233	ANKRD28	5	NM_001349278
chr3	15735410	15735497	ANKRD28	6	NM_001349278
chr3	15724382	15724524	ANKRD28	7	NM_001349278
chr3	15720915	15721127	ANKRD28	8	NM_001349278
chr3	15714578	15714656	ANKRD28	9	NM_001349278
chr3	15713527	15713641	ANKRD28	10	NM_001349278
chr3	15712140	15712222	ANKRD28	11	NM_001349278
chr3	15711211	15711274	ANKRD28	12	NM_001349278
chr3	15709668	15709736	ANKRD28	13	NM_001349278
chr3	15707924	15708064	ANKRD28	14	NM_001349278
chr3	15696134	15696245	ANKRD28	15	NM_001349278
chr3	15695188	15695214	ANKRD28	16	NM_001349278
chr3	15694739	15694813	ANKRD28	17	NM_001349278
chr3	15690019	15690220	ANKRD28	18	NM_001349278
chr3	15686222	15686309	ANKRD28	19	NM_001349278
chr3	15686002	15686119	ANKRD28	20	NM_001349278
chr3	15685226	15685445	ANKRD28	21	NM_001349278
chr3	15679476	15679563	ANKRD28	22	NM_001349278
chr3	15679301	15679384	ANKRD28	23	NM_001349278
chr3	15678209	15678354	ANKRD28	24	NM_001349278
chr3	15677480	15677562	ANKRD28	25	NM_001349278
chr3	15676974	15677056	ANKRD28	26	NM_001349278
chr3	15675898	15675989	ANKRD28	27	NM_001349278
chr3	15667236	15670556	ANKRD28	28	NM_001349278
chr3	16264769	16264943	DPH3	1	NM_206831
chr3	16264155	16264229	DPH3	2	NM_206831
chr3	16257061	16260829	DPH3	3	NM_206831
chr3	16513442	16513699	RFTN1	1	NM_015150
chr3	16493725	16493877	RFTN1	2	NM_015150
chr3	16433851	16434037	RFTN1	3	NM_015150
chr3	16409375	16409483	RFTN1	4	NM_015150
chr3	16377718	16378102	RFTN1	5	NM_015150
chr3	16370076	16370279	RFTN1	6	NM_015150
chr3	16357932	16358047	RFTN1	7	NM_015150
chr3	16326773	16326876	RFTN1	8	NM_015150
chr3	16323376	16323457	RFTN1	9	NM_015150
chr3	16315845	16317232	RFTN1	10	NM_015150
chr3	16605203	16605423	DAZL	1	NM_001351
chr3	16598452	16598598	DAZL	2	NM_001351
chr3	16598087	16598178	DAZL	3	NM_001351
chr3	16597490	16597541	DAZL	4	NM_001351
chr3	16596988	16597051	DAZL	5	NM_001351
chr3	16596750	16596889	DAZL	6	NM_001351
chr3	16595314	16595385	DAZL	7	NM_001351
chr3	16594533	16594583	DAZL	8	NM_001351
chr3	16593655	16593768	DAZL	9	NM_001351
chr3	16592050	16592148	DAZL	10	NM_001351
chr3	16586794	16588713	DAZL	11	NM_001351
chr3	17742481	17742739	TBC1D5	1	NM_001349074
chr3	17623849	17623913	TBC1D5	2	NM_001349074
chr3	17508474	17508605	TBC1D5	3	NM_001349074
chr3	17428450	17428519	TBC1D5	4	NM_001349074
chr3	17406418	17406526	TBC1D5	5	NM_001349074
chr3	17404872	17404961	TBC1D5	6	NM_001349074
chr3	17404694	17404768	TBC1D5	7	NM_001349074
chr3	17403181	17403248	TBC1D5	8	NM_001349074
chr3	17383913	17384015	TBC1D5	9	NM_001349074
chr3	17376525	17376613	TBC1D5	10	NM_001349074
chr3	17374629	17374679	TBC1D5	11	NM_001349074
chr3	17374471	17374540	TBC1D5	12	NM_001349074
chr3	17372075	17372247	TBC1D5	13	NM_001349074
chr3	17307992	17308134	TBC1D5	14	NM_001349074
chr3	17291895	17292001	TBC1D5	15	NM_001349074
chr3	17258506	17258591	TBC1D5	16	NM_001349074
chr3	17238163	17238419	TBC1D5	17	NM_001349074
chr3	17233685	17233750	TBC1D5	18	NM_001349074
chr3	17214207	17214370	TBC1D5	19	NM_001349074
chr3	17185109	17185208	TBC1D5	20	NM_001349074
chr3	17167749	17167828	TBC1D5	21	NM_001349074
chr3	17166767	17166928	TBC1D5	22	NM_001349074
chr3	17157162	17161256	TBC1D5	23	NM_001349074
chr3	18423627	18425339	SATB1	1	NM_002971
chr3	18420757	18420991	SATB1	2	NM_002971
chr3	18416902	18417078	SATB1	3	NM_002971
chr3	18416007	18416133	SATB1	4	NM_002971
chr3	18415111	18415234	SATB1	5	NM_002971
chr3	18397179	18397290	SATB1	6	NM_002971
chr3	18394462	18394916	SATB1	7	NM_002971
chr3	18386399	18386611	SATB1	8	NM_002971
chr3	18378170	18378325	SATB1	9	NM_002971
chr3	18351992	18352195	SATB1	10	NM_002971
chr3	18345379	18349682	SATB1	11	NM_002971
chr3	19933230	19934217	EFHB	1	NM_144715
chr3	19920505	19920567	EFHB	2	NM_144715
chr3	19919833	19919976	EFHB	3	NM_144715
chr3	19918232	19918412	EFHB	4	NM_144715
chr3	19915303	19915413	EFHB	5	NM_144715
chr3	19905620	19905749	EFHB	6	NM_144715
chr3	19899432	19899515	EFHB	7	NM_144715
chr3	19898778	19898845	EFHB	8	NM_144715
chr3	19896687	19896841	EFHB	9	NM_144715
chr3	19888444	19888651	EFHB	10	NM_144715
chr3	19884403	19884615	EFHB	11	NM_144715
chr3	19882550	19882731	EFHB	12	NM_144715
chr3	19879474	19879804	EFHB	13	NM_144715
chr3	20012050	20012264	PP2D1	1	NM_001252657
chr3	20001030	20002096	PP2D1	2	NM_001252657
chr3	19985346	19986182	PP2D1	3	NM_001252657
chr3	20185948	20186206	SGO1	1	NM_001199251
chr3	20183886	20184034	SGO1	2	NM_001199251
chr3	20183608	20183804	SGO1	3	NM_001199251
chr3	20178271	20178347	SGO1	4	NM_001199251
chr3	20176601	20176659	SGO1	5	NM_001199251
chr3	20174249	20175055	SGO1	6	NM_001199251
chr3	20171043	20171232	SGO1	7	NM_001199251
chr3	20169484	20170815	SGO1	8	NM_001199251
chr3	21750895	21751210	ZNF385D	1	NM_024697
chr3	21664886	21665028	ZNF385D	2	NM_024697
chr3	21564574	21564684	ZNF385D	3	NM_024697
chr3	21510861	21511023	ZNF385D	4	NM_024697
chr3	21436970	21437203	ZNF385D	5	NM_024697
chr3	21425492	21425670	ZNF385D	6	NM_024697
chr3	21423963	21424064	ZNF385D	7	NM_024697
chr3	21412218	21421447	ZNF385D	8	NM_024697
chr3	23916784	23916990	NKIRAS1	1	NM_020345
chr3	23911329	23911450	NKIRAS1	2	NM_020345
chr3	23910811	23910921	NKIRAS1	3	NM_020345
chr3	23900808	23901049	NKIRAS1	4	NM_020345
chr3	23889951	23893337	NKIRAS1	5	NM_020345
chr3	24494652	24494850	THRB	1	NM_001354712
chr3	24337300	24337371	THRB	2	NM_001354712
chr3	24297226	24297371	THRB	3	NM_001354712
chr3	24228938	24229001	THRB	4	NM_001354712
chr3	24190074	24190334	THRB	5	NM_001354712
chr3	24152390	24152490	THRB	6	NM_001354712
chr3	24146675	24146822	THRB	7	NM_001354712
chr3	24143501	24143706	THRB	8	NM_001354712
chr3	24133316	24133462	THRB	9	NM_001354712
chr3	24127499	24127757	THRB	10	NM_001354712
chr3	24117154	24123125	THRB	11	NM_001354712
chr3	25664229	25664907	TOP2B	1	NM_001330700
chr3	25645300	25645470	TOP2B	2	NM_001330700
chr3	25643694	25643784	TOP2B	3	NM_001330700
chr3	25642322	25642385	TOP2B	4	NM_001330700
chr3	25638165	25638310	TOP2B	5	NM_001330700
chr3	25637215	25637312	TOP2B	6	NM_001330700
chr3	25635936	25636148	TOP2B	7	NM_001330700
chr3	25633841	25634014	TOP2B	8	NM_001330700
chr3	25632693	25632794	TOP2B	9	NM_001330700
chr3	25632446	25632583	TOP2B	10	NM_001330700
chr3	25630801	25630939	TOP2B	11	NM_001330700
chr3	25630312	25630469	TOP2B	12	NM_001330700
chr3	25630029	25630154	TOP2B	13	NM_001330700
chr3	25629035	25629145	TOP2B	14	NM_001330700
chr3	25628847	25628952	TOP2B	15	NM_001330700
chr3	25627187	25627296	TOP2B	16	NM_001330700
chr3	25626772	25626864	TOP2B	17	NM_001330700
chr3	25626560	25626674	TOP2B	18	NM_001330700
chr3	25624682	25624803	TOP2B	19	NM_001330700
chr3	25624297	25624445	TOP2B	20	NM_001330700
chr3	25623515	25623746	TOP2B	21	NM_001330700
chr3	25620682	25620816	TOP2B	22	NM_001330700
chr3	25619862	25620062	TOP2B	23	NM_001330700
chr3	25618654	25618849	TOP2B	24	NM_001330700
chr3	25618418	25618509	TOP2B	25	NM_001330700
chr3	25615431	25615586	TOP2B	26	NM_001330700
chr3	25615205	25615288	TOP2B	27	NM_001330700
chr3	25612515	25612709	TOP2B	28	NM_001330700
chr3	25609568	25609712	TOP2B	29	NM_001330700
chr3	25609183	25609344	TOP2B	30	NM_001330700
chr3	25607171	25607375	TOP2B	31	NM_001330700
chr3	25606043	25606122	TOP2B	32	NM_001330700
chr3	25604760	25604870	TOP2B	33	NM_001330700
chr3	25601100	25601225	TOP2B	34	NM_001330700
chr3	25599435	25599529	TOP2B	35	NM_001330700
chr3	25597984	25598477	TOP2B	36	NM_001330700
chr3	25783260	25783443	NGLY1	1	NM_018297
chr3	25778574	25778688	NGLY1	2	NM_018297
chr3	25764066	25764311	NGLY1	3	NM_018297
chr3	25751098	25751263	NGLY1	4	NM_018297
chr3	25739577	25739799	NGLY1	5	NM_018297
chr3	25737334	25737455	NGLY1	6	NM_018297
chr3	25736004	25736149	NGLY1	7	NM_018297
chr3	25733872	25733982	NGLY1	8	NM_018297
chr3	25732319	25732483	NGLY1	9	NM_018297
chr3	25729133	25729318	NGLY1	10	NM_018297
chr3	25720014	25720191	NGLY1	11	NM_018297
chr3	25718944	25719635	NGLY1	12	NM_018297
chr3	27484067	27484384	SLC4A7	1	NM_001321103
chr3	27452417	27452498	SLC4A7	2	NM_001321103
chr3	27448651	27448797	SLC4A7	3	NM_001321103
chr3	27437388	27437526	SLC4A7	4	NM_001321103
chr3	27436388	27436548	SLC4A7	5	NM_001321103
chr3	27433916	27434104	SLC4A7	6	NM_001321103
chr3	27431298	27431669	SLC4A7	7	NM_001321103
chr3	27424037	27424152	SLC4A7	8	NM_001321103
chr3	27421622	27421779	SLC4A7	9	NM_001321103
chr3	27420700	27420787	SLC4A7	10	NM_001321103
chr3	27418486	27418632	SLC4A7	11	NM_001321103
chr3	27411642	27411748	SLC4A7	12	NM_001321103
chr3	27409356	27409530	SLC4A7	13	NM_001321103
chr3	27404830	27404963	SLC4A7	14	NM_001321103
chr3	27403139	27403384	SLC4A7	15	NM_001321103
chr3	27400764	27400869	SLC4A7	16	NM_001321103
chr3	27398192	27398353	SLC4A7	17	NM_001321103
chr3	27397684	27397797	SLC4A7	18	NM_001321103
chr3	27394954	27395115	SLC4A7	19	NM_001321103
chr3	27394518	27394769	SLC4A7	20	NM_001321103
chr3	27391740	27391808	SLC4A7	21	NM_001321103
chr3	27389931	27390104	SLC4A7	22	NM_001321103
chr3	27385892	27386023	SLC4A7	23	NM_001321103
chr3	27383153	27383250	SLC4A7	24	NM_001321103
chr3	27379249	27379356	SLC4A7	25	NM_001321103
chr3	27372723	27376845	SLC4A7	26	NM_001321103
chr3	27721414	27722323	EOMES	1	NM_001278182
chr3	27720171	27720325	EOMES	2	NM_001278182
chr3	27719360	27719481	EOMES	3	NM_001278182
chr3	27718735	27718893	EOMES	4	NM_001278182
chr3	27718587	27718648	EOMES	5	NM_001278182
chr3	27715953	27717808	EOMES	6	NM_001278182
chr3	28348601	28348824	AZI2	1	NM_022461
chr3	28340402	28340622	AZI2	2	NM_022461
chr3	28338493	28338615	AZI2	3	NM_022461
chr3	28337937	28338036	AZI2	4	NM_022461
chr3	28336737	28336885	AZI2	5	NM_022461
chr3	28332369	28332427	AZI2	6	NM_022461
chr3	28326832	28326950	AZI2	7	NM_022461
chr3	28321048	28324454	AZI2	8	NM_022461
chr3	30894578	30894661	GADL1	1	NM_207359
chr3	30861593	30861765	GADL1	2	NM_207359
chr3	30857015	30857141	GADL1	3	NM_207359
chr3	30854699	30854789	GADL1	4	NM_207359
chr3	30850835	30850941	GADL1	5	NM_207359
chr3	30849996	30850111	GADL1	6	NM_207359
chr3	30844387	30844466	GADL1	7	NM_207359
chr3	30844210	30844264	GADL1	8	NM_207359
chr3	30838997	30839113	GADL1	9	NM_207359
chr3	30834217	30834281	GADL1	10	NM_207359
chr3	30833853	30833934	GADL1	11	NM_207359
chr3	30800889	30801088	GADL1	12	NM_207359
chr3	30786355	30786406	GADL1	13	NM_207359
chr3	30778179	30778268	GADL1	14	NM_207359
chr3	30726200	30728415	GADL1	15	NM_207359
chr3	31980899	31981850	OSBPL10	1	NM_017784
chr3	31879655	31879830	OSBPL10	2	NM_017784
chr3	31876433	31876512	OSBPL10	3	NM_017784
chr3	31830040	31830231	OSBPL10	4	NM_017784
chr3	31747910	31748120	OSBPL10	5	NM_017784
chr3	31733257	31733411	OSBPL10	6	NM_017784
chr3	31702359	31702508	OSBPL10	7	NM_017784
chr3	31683634	31684114	OSBPL10	8	NM_017784
chr3	31670797	31670983	OSBPL10	9	NM_017784
chr3	31668642	31668824	OSBPL10	10	NM_017784
chr3	31664079	31664232	OSBPL10	11	NM_017784
chr3	31660825	31662116	OSBPL10	12	NM_017784
chr3	32502608	32502852	CMTM6	1	NM_017801
chr3	32491710	32491886	CMTM6	2	NM_017801
chr3	32487938	32488036	CMTM6	3	NM_017801
chr3	32481312	32484097	CMTM6	4	NM_017801
chr3	32570625	32570858	DYNC1LI1	1	NM_016141
chr3	32570346	32570419	DYNC1LI1	2	NM_016141
chr3	32545849	32545965	DYNC1LI1	3	NM_016141
chr3	32544876	32545106	DYNC1LI1	4	NM_016141
chr3	32541037	32541206	DYNC1LI1	5	NM_016141
chr3	32537011	32537104	DYNC1LI1	6	NM_016141
chr3	32534511	32534646	DYNC1LI1	7	NM_016141
chr3	32532986	32533097	DYNC1LI1	8	NM_016141
chr3	32530461	32530520	DYNC1LI1	9	NM_016141
chr3	32530284	32530328	DYNC1LI1	10	NM_016141
chr3	32529540	32529660	DYNC1LI1	11	NM_016141
chr3	32528446	32528601	DYNC1LI1	12	NM_016141
chr3	32525975	32526908	DYNC1LI1	13	NM_016141
chr3	33097011	33097146	GLB1	1	NM_000404
chr3	33072544	33072713	GLB1	2	NM_000404
chr3	33068820	33068970	GLB1	3	NM_000404
chr3	33068230	33068290	GLB1	4	NM_000404
chr3	33065463	33065557	GLB1	5	NM_000404
chr3	33058089	33058269	GLB1	6	NM_000404
chr3	33053491	33053549	GLB1	7	NM_000404
chr3	33051883	33052004	GLB1	8	NM_000404
chr3	33051758	33051798	GLB1	9	NM_000404
chr3	33046120	33046232	GLB1	10	NM_000404
chr3	33024251	33024325	GLB1	11	NM_000404
chr3	33021566	33021655	GLB1	12	NM_000404
chr3	33018448	33018561	GLB1	13	NM_000404
chr3	33016709	33016840	GLB1	14	NM_000404
chr3	33014056	33014310	GLB1	15	NM_000404
chr3	32996617	32997344	GLB1	16	NM_000404
chr3	33096719	33097146	TMPPE	1	NM_001039770
chr3	33090423	33094303	TMPPE	2	NM_001039770
chr3	33218686	33218810	SUSD5	1	NM_015551
chr3	33213928	33214105	SUSD5	2	NM_015551
chr3	33207808	33207926	SUSD5	3	NM_015551
chr3	33174886	33175074	SUSD5	4	NM_015551
chr3	33150043	33154033	SUSD5	5	NM_015551
chr3	33439736	33440405	UBP1	1	NM_014517
chr3	33425590	33425741	UBP1	2	NM_014517
chr3	33416758	33416834	UBP1	3	NM_014517
chr3	33412722	33412827	UBP1	4	NM_014517
chr3	33411581	33411687	UBP1	5	NM_014517
chr3	33409449	33409601	UBP1	6	NM_014517
chr3	33409236	33409346	UBP1	7	NM_014517
chr3	33408690	33408797	UBP1	8	NM_014517
chr3	33402801	33402904	UBP1	9	NM_014517
chr3	33400962	33401016	UBP1	10	NM_014517
chr3	33400189	33400282	UBP1	11	NM_014517
chr3	33397045	33397135	UBP1	12	NM_014517
chr3	33396162	33396280	UBP1	13	NM_014517
chr3	33393312	33393454	UBP1	14	NM_014517
chr3	33392563	33392614	UBP1	15	NM_014517
chr3	33388336	33390368	UBP1	16	NM_014517
chr3	33717808	33718254	CLASP2	1	NM_001365631
chr3	33696855	33696933	CLASP2	2	NM_001365631
chr3	33689829	33689932	CLASP2	3	NM_001365631
chr3	33688277	33688368	CLASP2	4	NM_001365631
chr3	33687060	33687135	CLASP2	5	NM_001365631
chr3	33684359	33684456	CLASP2	6	NM_001365631
chr3	33663445	33663515	CLASP2	7	NM_001365631
chr3	33644757	33644903	CLASP2	8	NM_001365631
chr3	33632292	33632371	CLASP2	9	NM_001365631
chr3	33626988	33627080	CLASP2	10	NM_001365631
chr3	33622135	33622280	CLASP2	11	NM_001365631
chr3	33619603	33619738	CLASP2	12	NM_001365631
chr3	33612001	33612071	CLASP2	13	NM_001365631
chr3	33608567	33608626	CLASP2	14	NM_001365631
chr3	33607384	33607461	CLASP2	15	NM_001365631
chr3	33606591	33606758	CLASP2	16	NM_001365631
chr3	33604154	33604209	CLASP2	17	NM_001365631
chr3	33602952	33603125	CLASP2	18	NM_001365631
chr3	33596711	33596734	CLASP2	19	NM_001365631
chr3	33594951	33594968	CLASP2	20	NM_001365631
chr3	33592395	33592496	CLASP2	21	NM_001365631
chr3	33584750	33584920	CLASP2	22	NM_001365631
chr3	33581821	33581928	CLASP2	23	NM_001365631
chr3	33576169	33576275	CLASP2	24	NM_001365631
chr3	33573110	33573354	CLASP2	25	NM_001365631
chr3	33570724	33570790	CLASP2	26	NM_001365631
chr3	33560808	33560971	CLASP2	27	NM_001365631
chr3	33559307	33559385	CLASP2	28	NM_001365631
chr3	33551252	33551395	CLASP2	29	NM_001365631
chr3	33544698	33544841	CLASP2	30	NM_001365631
chr3	33543433	33543539	CLASP2	31	NM_001365631
chr3	33538789	33538942	CLASP2	32	NM_001365631
chr3	33535233	33535461	CLASP2	33	NM_001365631
chr3	33516981	33517174	CLASP2	34	NM_001365631
chr3	33516023	33516151	CLASP2	35	NM_001365631
chr3	33510558	33510764	CLASP2	36	NM_001365631
chr3	33501652	33501768	CLASP2	37	NM_001365631
chr3	33496246	33498717	CLASP2	38	NM_001365631
chr3	36944787	36945054	TRANK1	1	NM_001329998
chr3	36908323	36908454	TRANK1	2	NM_001329998
chr3	36903149	36903275	TRANK1	3	NM_001329998
chr3	36899109	36899259	TRANK1	4	NM_001329998
chr3	36895640	36895758	TRANK1	5	NM_001329998
chr3	36892901	36892984	TRANK1	6	NM_001329998
chr3	36892202	36892340	TRANK1	7	NM_001329998
chr3	36889829	36889960	TRANK1	8	NM_001329998
chr3	36874126	36874296	TRANK1	9	NM_001329998
chr3	36864319	36864480	TRANK1	10	NM_001329998
chr3	36860906	36861160	TRANK1	11	NM_001329998
chr3	36858718	36858894	TRANK1	12	NM_001329998
chr3	36855173	36858049	TRANK1	13	NM_001329998
chr3	36852146	36852345	TRANK1	14	NM_001329998
chr3	36851719	36851856	TRANK1	15	NM_001329998
chr3	36847200	36847346	TRANK1	16	NM_001329998
chr3	36846248	36846404	TRANK1	17	NM_001329998
